"","dead","dvcat","seatbelt","frontal","sex","ageOFocc","yearVeh","airbag","occRole"
"10344","alive","25-39","belted","frontal","m",52,1998,"airbag","driver"
"15571","alive","10-24","none","notfrontal","m",16,1988,"none","driver"
"12900","alive","10-24","belted","frontal","m",48,1984,"none","driver"
"10566","alive","10-24","belted","notfrontal","m",54,1996,"airbag","driver"
"13348","alive","25-39","belted","frontal","f",41,1991,"none","driver"
"8820","dead","40-54","belted","notfrontal","f",64,1992,"none","driver"
"15595","alive","40-54","belted","frontal","f",30,1995,"airbag","driver"
"7697","alive","25-39","belted","frontal","m",20,1988,"none","driver"
"5608","alive","10-24","belted","notfrontal","m",27,1992,"none","pass"
"12657","alive","10-24","belted","notfrontal","m",24,1989,"none","driver"
"894","alive","25-39","belted","frontal","m",33,1994,"none","driver"
"13049","alive","25-39","belted","frontal","f",45,1991,"none","driver"
"11817","alive","55+","none","frontal","m",20,1991,"none","pass"
"1564","alive","25-39","belted","frontal","f",21,1988,"none","driver"
"13994","alive","10-24","belted","notfrontal","f",25,1995,"airbag","driver"
"4692","alive","10-24","belted","frontal","f",25,1997,"airbag","driver"
"14303","alive","25-39","none","frontal","f",25,1988,"none","driver"
"7479","alive","25-39","belted","notfrontal","m",40,1996,"airbag","driver"
"24591","alive","10-24","belted","frontal","f",78,1998,"airbag","driver"
"17968","alive","10-24","none","notfrontal","m",43,1984,"none","pass"
"15494","alive","25-39","belted","frontal","f",63,1993,"none","driver"
"5871","alive","10-24","belted","notfrontal","f",18,1984,"none","pass"
"22186","alive","25-39","belted","frontal","f",32,2000,"airbag","driver"
"5817","alive","10-24","none","frontal","m",26,1986,"none","driver"
"17936","alive","25-39","belted","frontal","m",23,1995,"none","driver"
"15993","alive","25-39","none","frontal","m",28,1994,"airbag","driver"
"4626","alive","25-39","none","notfrontal","m",33,1998,"airbag","driver"
"3037","alive","10-24","none","notfrontal","m",19,1995,"airbag","driver"
"4029","alive","10-24","none","frontal","f",19,1991,"none","pass"
"23266","dead","25-39","none","frontal","m",61,1996,"airbag","driver"
"6126","alive","10-24","belted","frontal","f",34,1984,"none","driver"
"8372","alive","10-24","belted","notfrontal","m",36,1985,"none","driver"
"25018","alive","1-9km/h","none","notfrontal","m",16,1986,"none","driver"
"21594","alive","10-24","belted","notfrontal","m",17,1989,"none","pass"
"9589","alive","10-24","belted","frontal","f",16,1996,"airbag","pass"
"13891","alive","25-39","belted","frontal","f",30,1994,"airbag","driver"
"7469","alive","10-24","belted","frontal","f",23,1998,"airbag","pass"
"18654","alive","55+","belted","frontal","f",17,1968,"none","pass"
"13990","alive","10-24","belted","frontal","m",19,2000,"airbag","driver"
"9010","alive","10-24","belted","notfrontal","m",64,1994,"airbag","driver"
"12070","alive","25-39","belted","frontal","f",37,1992,"none","driver"
"10958","alive","10-24","belted","notfrontal","m",23,1996,"airbag","driver"
"13767","alive","25-39","belted","frontal","m",33,1999,"airbag","driver"
"24842","alive","10-24","none","notfrontal","f",32,1998,"airbag","pass"
"3951","alive","25-39","none","frontal","m",33,1977,"none","driver"
"25158","alive","10-24","belted","frontal","f",16,2000,"airbag","pass"
"20350","alive","10-24","belted","notfrontal","f",24,1989,"none","pass"
"25660","alive","10-24","belted","notfrontal","m",38,1993,"none","driver"
"24601","alive","25-39","belted","frontal","f",21,2000,"airbag","driver"
"12977","alive","10-24","none","frontal","m",33,1993,"none","driver"
"20348","alive","40-54","belted","frontal","m",21,1987,"none","driver"
"11745","alive","25-39","none","frontal","m",21,1989,"none","driver"
"22229","alive","10-24","belted","frontal","f",43,1997,"airbag","driver"
"12287","alive","10-24","belted","notfrontal","f",30,1988,"none","driver"
"23289","alive","10-24","belted","frontal","m",45,1992,"none","driver"
"8581","alive","25-39","belted","notfrontal","m",45,1989,"none","driver"
"10720","dead","55+","belted","frontal","m",20,1985,"none","driver"
"3883","alive","10-24","belted","frontal","m",25,1991,"none","pass"
"12845","alive","10-24","belted","notfrontal","m",44,1998,"airbag","driver"
"3813","alive","55+","none","frontal","m",20,1979,"none","driver"
"17005","alive","10-24","belted","frontal","m",16,1998,"airbag","driver"
"18042","alive","10-24","belted","frontal","m",48,2000,"airbag","driver"
"21877","alive","10-24","none","frontal","f",20,1994,"airbag","pass"
"15999","alive","25-39","belted","frontal","m",33,1994,"airbag","driver"
"15591","alive","10-24","belted","frontal","f",34,1995,"airbag","driver"
"19167","alive","40-54","belted","notfrontal","f",31,1999,"airbag","driver"
"11975","alive","10-24","belted","notfrontal","f",43,1997,"airbag","driver"
"4324","alive","10-24","belted","notfrontal","f",16,1997,"airbag","pass"
"16880","alive","10-24","belted","notfrontal","m",97,2000,"airbag","driver"
"17615","alive","10-24","belted","frontal","m",17,1993,"airbag","driver"
"25632","alive","10-24","belted","frontal","m",79,1984,"none","driver"
"2155","alive","40-54","belted","frontal","f",71,1988,"none","driver"
"19118","alive","10-24","belted","frontal","m",50,1998,"airbag","driver"
"25686","dead","55+","belted","notfrontal","m",25,1998,"airbag","driver"
"12703","alive","25-39","belted","notfrontal","m",18,1984,"none","pass"
"9872","alive","10-24","belted","notfrontal","f",59,1994,"airbag","driver"
"22195","alive","25-39","belted","notfrontal","m",23,2001,"airbag","driver"
"7046","alive","10-24","none","frontal","m",48,1992,"airbag","driver"
"18000","alive","25-39","none","notfrontal","m",18,1982,"none","driver"
"3885","alive","40-54","belted","frontal","m",76,1988,"none","driver"
"9380","alive","10-24","belted","notfrontal","m",82,1996,"airbag","driver"
"5133","alive","10-24","belted","frontal","m",32,1994,"none","driver"
"6244","alive","55+","belted","frontal","f",17,1989,"none","driver"
"11214","alive","25-39","belted","frontal","f",16,1988,"none","driver"
"16270","alive","10-24","belted","notfrontal","f",77,1995,"airbag","pass"
"7569","alive","25-39","belted","frontal","m",19,1991,"none","driver"
"3399","alive","1-9km/h","belted","frontal","m",19,1994,"none","driver"
"15043","alive","25-39","belted","frontal","m",19,1999,"airbag","driver"
"5948","alive","10-24","none","frontal","f",22,1997,"airbag","driver"
"10266","alive","10-24","belted","frontal","m",35,1999,"airbag","driver"
"24143","alive","25-39","belted","notfrontal","m",60,1991,"airbag","pass"
"21331","alive","40-54","belted","frontal","m",53,1988,"none","driver"
"6615","alive","10-24","none","notfrontal","m",57,1981,"none","driver"
"6840","alive","10-24","belted","frontal","f",50,1998,"airbag","driver"
"10327","alive","10-24","belted","notfrontal","f",39,1989,"none","driver"
"24802","alive","10-24","none","notfrontal","f",17,2000,"airbag","pass"
"13055","alive","1-9km/h","belted","notfrontal","m",16,1999,"airbag","pass"
"26113","alive","10-24","belted","notfrontal","f",39,2002,"airbag","driver"
"17661","alive","10-24","belted","notfrontal","f",59,1994,"airbag","driver"
"25750","alive","25-39","none","frontal","m",20,1996,"airbag","driver"
"5846","alive","10-24","none","notfrontal","f",33,1986,"none","driver"
"1738","alive","10-24","belted","frontal","f",26,1997,"airbag","driver"
"16291","alive","25-39","belted","frontal","f",17,1992,"none","driver"
"10424","alive","10-24","belted","frontal","m",24,1989,"none","driver"
"15845","alive","10-24","none","notfrontal","m",23,1988,"none","pass"
"2243","alive","10-24","belted","notfrontal","f",42,1996,"airbag","driver"
"9816","alive","25-39","belted","frontal","m",29,1997,"airbag","driver"
"10196","alive","10-24","belted","notfrontal","f",23,1998,"airbag","driver"
"13864","alive","10-24","belted","notfrontal","f",47,1997,"airbag","driver"
"3508","alive","10-24","belted","frontal","m",32,1996,"airbag","driver"
"22720","alive","25-39","belted","notfrontal","f",22,1989,"none","driver"
"10713","alive","10-24","belted","frontal","m",24,1993,"airbag","driver"
"24908","alive","55+","none","frontal","m",29,1985,"none","driver"
"18832","alive","10-24","belted","notfrontal","f",24,1999,"airbag","pass"
"6868","alive","10-24","belted","frontal","m",30,1994,"none","driver"
"14846","alive","40-54","belted","notfrontal","m",51,1997,"airbag","driver"
"23161","alive","25-39","none","frontal","m",68,1995,"airbag","driver"
"338","alive","10-24","none","frontal","f",20,1989,"none","driver"
"425","alive","40-54","none","frontal","f",17,1985,"none","driver"
"14874","alive","25-39","none","frontal","f",40,1992,"airbag","driver"
"13859","alive","10-24","belted","notfrontal","m",19,1991,"none","driver"
"15602","alive","10-24","belted","notfrontal","f",22,1987,"none","pass"
"7308","alive","25-39","belted","frontal","m",20,1985,"none","driver"
"9722","alive","55+","none","frontal","f",34,1985,"none","driver"
"1541","dead","25-39","belted","frontal","m",39,1988,"none","driver"
"22603","alive","40-54","belted","notfrontal","f",44,1994,"airbag","pass"
"12819","alive","25-39","belted","frontal","m",54,1996,"airbag","driver"
"16579","alive","10-24","none","frontal","m",17,1987,"none","driver"
"557","alive","10-24","belted","notfrontal","f",69,1986,"none","driver"
"8321","alive","40-54","none","frontal","m",36,1995,"airbag","pass"
"12937","alive","10-24","belted","frontal","m",18,1986,"none","driver"
"12564","alive","10-24","none","notfrontal","m",55,1986,"none","driver"
"15372","alive","55+","belted","frontal","f",19,1999,"airbag","driver"
"16748","alive","1-9km/h","none","notfrontal","m",16,1993,"none","pass"
"2012","alive","10-24","belted","frontal","m",30,1987,"none","driver"
"9673","alive","10-24","belted","notfrontal","f",41,1993,"none","driver"
"24791","alive","25-39","none","frontal","m",24,1989,"none","driver"
"17464","alive","10-24","belted","frontal","f",20,1996,"airbag","driver"
"5328","alive","40-54","none","frontal","m",19,1985,"none","driver"
"13327","alive","10-24","belted","notfrontal","m",60,2000,"airbag","driver"
"24478","alive","25-39","none","frontal","m",34,1995,"airbag","driver"
"976","alive","10-24","none","notfrontal","m",17,1973,"none","driver"
"413","alive","10-24","belted","frontal","m",47,1997,"airbag","driver"
"22971","alive","10-24","belted","frontal","f",24,1991,"none","pass"
"13272","alive","10-24","belted","frontal","m",93,1992,"none","pass"
"22265","alive","10-24","belted","frontal","m",45,1995,"airbag","driver"
"1928","alive","10-24","none","frontal","f",18,1996,"airbag","pass"
"14757","alive","25-39","belted","frontal","f",38,1999,"airbag","driver"
"7839","alive","25-39","none","frontal","m",38,1995,"airbag","driver"
"8450","alive","10-24","belted","frontal","f",48,1997,"airbag","driver"
"9135","alive","25-39","belted","notfrontal","m",23,2000,"airbag","driver"
"14081","alive","10-24","belted","frontal","f",37,1995,"airbag","driver"
"16053","alive","10-24","belted","notfrontal","f",70,2000,"airbag","pass"
"17687","alive","10-24","none","notfrontal","m",26,1998,"airbag","driver"
"11087","alive","10-24","belted","notfrontal","f",40,1998,"airbag","driver"
"7208","alive","25-39","none","notfrontal","m",16,1995,"airbag","driver"
"7236","alive","10-24","none","frontal","m",35,1981,"none","driver"
"172","alive","1-9km/h","none","notfrontal","f",28,1986,"none","driver"
"1086","alive","10-24","belted","frontal","m",21,1990,"none","pass"
"4420","alive","10-24","belted","notfrontal","f",60,1992,"none","driver"
"599","alive","10-24","belted","notfrontal","f",28,1991,"none","pass"
"20836","alive","25-39","belted","frontal","f",49,1998,"airbag","driver"
"25481","alive","25-39","belted","frontal","m",22,2002,"airbag","driver"
"11360","alive","1-9km/h","belted","frontal","f",27,1997,"airbag","driver"
"8932","alive","25-39","none","frontal","f",33,1999,"airbag","driver"
"9333","alive","40-54","belted","frontal","f",36,1989,"none","driver"
"11616","alive","25-39","belted","frontal","m",43,2000,"airbag","driver"
"17913","alive","25-39","none","frontal","m",46,1990,"airbag","driver"
"17791","alive","10-24","belted","frontal","m",49,1984,"none","driver"
"18367","alive","25-39","none","notfrontal","m",21,1995,"airbag","driver"
"1863","alive","10-24","none","frontal","m",38,1997,"airbag","driver"
"21011","alive","10-24","belted","frontal","m",60,1993,"airbag","driver"
"3163","alive","25-39","none","frontal","m",44,1995,"airbag","driver"
"17820","alive","10-24","belted","frontal","f",39,1989,"none","pass"
"6749","alive","40-54","belted","notfrontal","f",16,1989,"none","driver"
"1746","alive","25-39","belted","frontal","m",32,1994,"airbag","driver"
"1352","alive","40-54","belted","frontal","m",27,1986,"none","driver"
"19315","alive","55+","belted","notfrontal","f",26,1989,"none","driver"
"20283","alive","25-39","none","frontal","m",20,1992,"airbag","driver"
"23584","alive","25-39","belted","frontal","f",45,1999,"airbag","driver"
"7946","alive","10-24","belted","notfrontal","f",69,1996,"airbag","driver"
"7248","alive","25-39","belted","notfrontal","f",65,1996,"airbag","driver"
"23030","alive","10-24","belted","frontal","m",39,1992,"none","pass"
"16611","alive","10-24","belted","frontal","m",24,1993,"none","driver"
"377","alive","10-24","belted","frontal","f",33,1994,"airbag","driver"
"12825","alive","25-39","belted","frontal","m",73,1992,"none","driver"
"23730","alive","55+","belted","notfrontal","m",57,1985,"none","driver"
"23329","alive","10-24","belted","notfrontal","f",54,1998,"airbag","driver"
"4513","alive","25-39","none","frontal","m",18,1987,"none","pass"
"5216","alive","25-39","belted","frontal","m",24,1994,"none","driver"
"6091","alive","40-54","belted","frontal","m",22,1990,"none","driver"
"18574","alive","25-39","belted","frontal","f",47,1994,"airbag","driver"
"11688","alive","10-24","belted","frontal","m",54,1998,"airbag","pass"
"12730","alive","25-39","belted","frontal","m",16,1989,"none","driver"
"23085","alive","25-39","belted","frontal","f",39,1996,"airbag","pass"
"11075","alive","25-39","belted","notfrontal","f",40,1994,"airbag","pass"
"4342","alive","40-54","belted","frontal","m",37,1988,"none","driver"
"18814","alive","25-39","none","frontal","f",50,1994,"airbag","driver"
"10882","dead","25-39","none","notfrontal","m",25,1985,"none","driver"
"5941","alive","55+","belted","notfrontal","m",35,1984,"none","driver"
"1223","alive","25-39","belted","frontal","f",56,1995,"airbag","pass"
"21313","alive","25-39","none","notfrontal","f",20,1988,"none","pass"
"4094","alive","10-24","belted","notfrontal","f",29,1985,"none","pass"
"10142","alive","10-24","belted","frontal","m",21,1993,"none","driver"
"9620","alive","25-39","belted","frontal","m",32,1988,"none","driver"
"25121","alive","10-24","belted","frontal","f",25,2002,"airbag","driver"
"2412","alive","40-54","belted","notfrontal","m",17,1989,"none","driver"
"15083","alive","25-39","belted","frontal","f",33,1994,"airbag","pass"
"5633","alive","25-39","belted","notfrontal","f",65,1995,"none","pass"
"15516","alive","25-39","none","frontal","m",18,1990,"none","pass"
"18182","alive","25-39","belted","notfrontal","m",16,1999,"airbag","pass"
"13562","alive","10-24","belted","frontal","m",72,1995,"airbag","driver"
